school_id,school_name,district,county,school_type,grades_served,year,y_chronic_abs,y_grad_4yr,x_attendance_rate,x_dropout_rate,x_enrollment,x_mobility_rate,x_pct_asian,x_pct_black,x_pct_el,x_pct_hispanic,x_pct_homeless,x_pct_iep,x_pct_low_income,x_pct_white,x_suspension_rate,x_teacher_attendance,x_teacher_retention,x_ap_coursework,y_ela_prof,y_math_prof
15-016-2990-25-038C,Noble St Chtr-DRW Trading College Prep,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2020,27.7,83.3,92.0,6.4,284,16.2,,95.1,0.4,4.2,20.4,32.7,91.9,0.4,0.8,,50.8,97.0,,
15-016-2990-25-039C,Noble St Chtr-Butler College Prep - Crimson,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2020,21.4,97.2,93.3,1.7,623,8.8,,93.1,2.4,5.8,12.7,20.2,91.2,0.2,10.2,,86.6,86.0,,
15-016-2990-25-040C,Noble St Chtr-Baker Campus,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2020,21.6,72.7,93.1,4.8,200,14.8,,77.5,14.0,18.5,14.5,21.0,94.5,2.5,13.8,,75.6,32.0,,
15-016-2990-25-041C,Noble St Chtr-Noble Campus,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2020,13.2,97.6,94.9,1.9,692,3.4,1.0,12.1,15.5,84.1,3.9,14.7,83.5,1.9,0.9,,76.8,277.0,,
15-016-2990-25-042C,Noble St Chtr-ITW Speer Acad,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2020,9.5,86.7,95.7,3.5,1018,2.6,,11.3,15.9,86.7,1.2,17.7,90.4,1.2,18.3,,4.2,416.0,,
15-016-2990-25-043C,Noble St Chtr-The Noble Academy,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2020,12.0,96.7,95.0,2.0,484,4.3,5.4,41.5,12.2,50.8,2.7,15.3,84.7,1.2,11.2,,0.0,186.0,,
15-016-2990-25-044C,Noble St Chtr - Mansueto,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2020,8.7,96.5,96.7,1.9,1016,5.9,1.5,1.0,25.8,96.3,1.8,17.0,92.2,1.1,5.1,,35.5,186.0,,
15-016-2990-25-046C,North Lawndale Prep Chtr-Collins,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2020,35.9,93.8,90.1,3.2,405,16.6,,97.3,0.5,1.0,8.1,17.0,96.0,,0.0,,100.0,102.0,,
15-016-2990-25-049C,Acero Chtr Sch Newtwork- Sor Juana Ines de la Cruz,City of Chicago SD 299,Cook,CHARTER SCH, K 1 2 3 4 5 6 7 8 9 10 11 12,2020,7.3,88.5,96.5,2.2,591,9.1,1.7,44.2,41.3,50.6,1.2,14.7,90.2,2.0,0.0,,76.0,24.0,,
15-016-2990-25-050C,Perspectives Chtr - Joslin Campus,City of Chicago SD 299,Cook,CHARTER SCH, 6 7 8 9 10 11 12,2020,14.6,94.5,95.1,1.7,379,8.0,0.5,93.9,0.8,4.7,2.1,18.2,88.1,,4.1,,0.0,39.0,,
15-016-2990-25-051C,Perspectives Chtr - Leadership Acad,City of Chicago SD 299,Cook,CHARTER SCH, 6 7 8 9 10 11 12,2020,15.3,93.2,94.5,2.2,510,9.9,,99.2,0.2,0.2,4.1,14.1,92.9,,5.5,,0.0,70.0,,
15-016-2990-25-0526,Chicago Vocational Career Acad HS,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2020,36.7,65.8,89.1,8.6,760,20.8,0.1,97.0,2.1,2.1,23.2,26.7,96.6,0.3,7.3,,74.1,54.0,,
15-016-2990-25-052C,Perspectives Chtr - High School of Technology,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2020,20.8,88.0,93.4,3.4,317,8.0,,98.4,0.3,0.3,5.0,20.8,90.5,0.3,22.1,,0.0,64.0,,
15-016-2990-25-0531,Dunbar Vocational Career Acad HS,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2020,45.0,89.2,88.5,4.6,344,11.7,,95.1,2.9,4.1,13.4,24.1,98.8,0.3,0.2,,74.3,0.0,,
15-016-2990-25-0533,Jones College Prep High School,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2020,11.4,97.1,95.1,1.5,1968,1.1,14.0,11.7,1.1,28.2,0.2,4.8,35.1,36.9,4.2,,95.5,1210.0,,
15-016-2990-25-0534,Prosser Career Academy HS,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2020,31.6,97.2,91.1,1.3,1235,4.7,0.4,19.8,7.5,77.3,4.2,11.1,92.1,1.8,5.2,,91.9,286.0,,
15-016-2990-25-0536,Richards Career Academy HS,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2020,46.1,51.4,87.4,9.1,222,22.8,,49.1,30.2,49.5,34.2,20.3,99.1,0.5,41.0,,76.2,0.0,,
15-016-2990-25-0537,Simeon Career Academy High School,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2020,35.0,97.1,90.5,3.1,1336,6.3,,98.4,0.6,1.1,6.4,12.3,90.7,,6.1,,87.8,0.0,,
15-016-2990-25-053C,Perspectives Chtr -  IIT Campus,City of Chicago SD 299,Cook,CHARTER SCH, 6 7 8 9 10 11 12,2020,17.8,91.2,94.0,3.4,510,16.5,,97.8,1.6,2.0,13.5,19.2,92.4,,18.9,,0.0,76.0,,
15-016-2990-25-0543,Corliss High School,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2020,37.3,69.5,89.5,7.7,278,19.3,,96.0,1.4,2.5,11.5,30.9,94.6,0.4,31.0,,74.1,73.0,,
15-016-2990-25-0545,Clemente Community Academy HS,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2020,42.7,78.0,88.4,4.2,667,16.2,0.6,27.6,16.5,68.5,16.0,25.8,93.3,2.1,14.3,,72.6,118.0,,
15-016-2990-25-054C,YCCS-Scholastic Achievement HS,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2020,71.3,39.6,73.5,22.3,168,77.0,,96.4,0.6,1.8,16.7,11.9,96.4,,0.0,,61.5,0.0,,
15-016-2990-25-055C,YCCS- McKinley-Lakeside Leadership Academy,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2020,67.9,52.9,79.1,19.1,165,90.0,,97.0,,2.4,26.1,20.6,99.4,0.6,0.0,,66.7,0.0,,
15-016-2990-25-056C,YCCS-ASPIRA Pantoja Alt HS,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2020,64.1,31.4,82.0,27.2,183,72.6,1.1,6.0,21.3,90.2,16.9,13.7,94.5,1.1,0.5,,66.7,0.0,,
15-016-2990-25-057C,YCCS-Association House,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2020,77.5,36.4,76.3,25.9,155,86.0,0.6,20.6,18.1,73.5,23.2,15.5,99.4,3.9,0.0,,70.6,0.0,,
15-016-2990-25-058C,YCCS-Austin Career Ed Cntr HS,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2020,72.8,56.9,75.2,27.6,82,86.1,,93.9,3.7,6.1,34.1,17.1,97.6,,0.0,,78.6,0.0,,
15-016-2990-25-059C,YCCS-CCA Academy HS,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2020,84.4,42.6,70.0,28.3,144,61.5,,95.1,,3.5,29.2,20.1,98.6,,0.0,,46.7,0.0,,
15-016-2990-25-060C,YCCS-Progressive Leadership Academy,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2020,81.6,67.3,75.5,15.4,183,85.6,,96.7,,1.6,38.8,14.2,98.4,,0.0,,37.5,0.0,,
15-016-2990-25-0616,Manley Career Academy High School,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2020,51.4,26.0,82.5,15.0,79,36.9,,91.1,,7.6,7.6,44.3,93.7,1.3,0.0,,68.2,17.0,,
15-016-2990-25-0617,Curie Metropolitan High School,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2020,27.6,76.5,91.3,5.3,2903,6.6,2.0,12.5,15.4,83.2,1.2,11.4,89.8,1.7,4.0,,87.8,537.0,,
15-016-2990-25-061C,YCCS-Community Youth Dev Inst HS,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2020,71.1,45.3,75.7,26.0,128,91.6,,97.7,,0.8,30.5,21.1,96.1,,0.0,,75.0,0.0,,
15-016-2990-25-062C,YCCS-Albizu Campos Puerto Rican HS,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2020,78.5,51.5,75.5,20.2,202,75.7,,18.8,15.3,78.2,27.2,22.8,94.6,1.5,0.0,,80.0,0.0,,
15-016-2990-25-063C,YCCS-Innovations of Arts Integr HS,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2020,84.9,58.1,65.4,25.0,422,77.8,0.2,92.4,0.9,5.7,24.6,13.5,99.3,1.4,0.0,,61.5,0.0,,
15-016-2990-25-064C,YCCS-Jane Addams Alternative HS,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2020,50.6,46.6,86.2,29.4,215,79.2,0.9,24.7,12.1,70.7,4.7,11.6,94.4,3.7,0.0,,60.9,0.0,,
15-016-2990-25-065C,YCCS-Latino Youth Alternative HS,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2020,73.4,35.8,78.6,30.8,196,80.5,,5.1,30.6,93.9,18.9,10.2,99.0,,0.0,,80.0,0.0,,
15-016-2990-25-066C,YCCS-Olive Harvey Mid College HS,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2020,59.8,31.9,80.6,24.0,111,71.6,,79.3,7.2,18.9,18.0,15.3,94.6,,0.0,,85.7,0.0,,
15-016-2990-25-067C,YCCS-Sullivan House Alt HS,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2020,36.7,36.0,89.8,7.2,293,77.1,,90.1,1.0,9.2,37.9,15.7,99.3,,0.0,,88.9,0.0,,
15-016-2990-25-068C,YCCS-Truman Middle College HS,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2020,78.0,38.4,74.2,32.0,207,83.8,8.2,31.9,27.5,46.4,12.6,9.2,81.6,10.1,0.0,,82.8,0.0,,
15-016-2990-25-070C,YCCS-West Town Academy Alt HS,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2020,81.4,48.4,73.0,18.6,161,81.0,,65.2,7.5,32.3,21.1,15.5,93.8,,0.0,,52.6,0.0,,
15-016-2990-25-071C,YCCS West,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2020,62.9,47.5,79.0,21.5,168,70.8,,65.5,6.5,32.1,7.1,13.1,92.3,1.8,0.0,,33.3,0.0,,
15-016-2990-25-072C,YCCS-Youth Connection Leadership Academy,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2020,73.4,47.1,76.3,22.5,162,74.5,,95.7,,2.5,13.6,17.9,95.7,1.2,0.0,,68.8,0.0,,
15-016-2990-25-073C,YCCS Chtr - Chatham,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2020,70.5,31.7,82.1,27.9,189,69.3,,98.4,,1.1,11.1,12.7,94.7,,0.0,,46.2,0.0,,
15-016-2990-25-074C,ASPIRA Charter - Early College Prep HS,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2020,12.7,84.8,95.2,2.9,329,7.7,0.9,2.1,39.2,95.1,8.8,26.4,94.5,1.2,4.8,,0.0,67.0,,
15-016-2990-25-0763,Julian High School,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2020,49.7,85.2,88.3,5.7,384,15.3,,97.9,0.3,1.8,17.4,25.3,93.2,,53.9,,75.0,93.0,,
15-016-2990-25-0764,Young Magnet High School,City of Chicago SD 299,Cook,HIGH SCHOOL, 7 8 9 10 11 12,2020,4.8,98.1,96.8,1.1,2198,0.8,18.9,19.3,1.8,28.3,0.2,5.2,35.9,27.5,1.3,,94.9,1111.0,,
15-016-2990-25-0767,Juarez Community Academy HS,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2020,40.7,85.4,88.7,4.5,1734,4.8,0.6,2.7,22.8,94.4,1.1,16.3,93.4,1.0,4.5,,92.4,183.0,,
15-016-2990-25-0772,Chicago HS for Agricult Sciences,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2020,7.0,96.0,95.7,1.1,810,3.5,0.2,46.3,1.7,18.8,0.1,20.5,43.6,32.0,0.3,,93.3,36.0,,
15-016-2990-25-0779,Hancock College Preparatory HS,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2020,9.0,97.8,95.7,1.6,1016,1.9,0.9,1.8,0.5,93.2,0.8,2.4,79.7,3.4,0.0,,95.0,349.0,,
15-016-2990-25-0788,Brooks College Prep Academy HS,City of Chicago SD 299,Cook,HIGH SCHOOL, 7 8 9 10 11 12,2020,15.3,93.9,93.8,3.0,1004,2.1,,79.4,0.2,18.8,2.6,5.9,69.7,0.7,4.6,,87.8,627.0,,
15-016-2990-25-0794,Northside College Preparatory Hs,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2020,5.7,98.5,96.8,0.9,1078,1.0,19.9,6.7,1.0,29.6,0.2,4.6,42.8,31.6,0.0,,95.7,627.0,,
15-016-2990-25-0795,Chicago Military Academy HS,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2020,19.4,96.4,93.8,1.3,307,6.1,0.3,63.5,6.8,33.6,11.4,8.1,87.0,1.3,8.4,,79.3,50.0,,
15-016-2990-25-0796,Payton College Preparatory HS,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2020,8.9,98.6,95.8,0.6,1220,1.2,18.6,10.4,0.7,21.8,0.3,4.0,29.3,43.9,0.4,,96.7,830.0,,
15-016-2990-25-079C,Aspira Charter - Business and Finance HS,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2020,30.1,92.9,90.7,5.0,638,9.9,0.3,3.3,33.4,93.1,0.9,20.5,80.6,2.0,1.8,,0.0,127.0,,
15-016-2990-25-0803,Phoenix Military Academy HS,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2020,4.6,100.0,97.2,0.2,558,5.4,3.2,13.8,7.9,79.9,1.6,6.6,90.1,1.6,1.1,,85.0,271.0,,
15-016-2990-25-0818,Spry Community Links High School,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2020,46.2,19.4,85.6,22.0,97,9.3,,,37.1,97.9,1.0,25.8,95.9,1.0,14.0,,91.3,52.0,,
15-016-2990-25-081C,Foundations College Prep Charter,City of Chicago SD 299,Cook,CHARTER SCH, 6 7 8 9 10 11 12,2020,30.6,91.4,90.3,4.7,196,12.8,,98.0,1.0,1.0,10.7,22.4,94.9,,,,7.7,,,
15-016-2990-25-0820,Chicago Academy High School,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2020,9.0,95.6,95.9,2.3,567,5.8,4.6,8.1,15.0,67.9,1.4,18.3,77.6,17.6,18.6,,87.0,93.0,,
15-016-2990-25-0824,Bowen High School,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2020,40.7,56.1,88.6,10.9,240,25.8,,82.5,8.3,15.4,25.0,31.7,93.8,0.4,68.4,,79.5,68.0,,
15-016-2990-25-0825,North-Grand High School,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2020,24.9,83.6,92.7,2.4,1011,7.3,0.3,17.3,27.4,81.1,2.6,19.0,93.5,0.6,22.1,,95.0,136.0,,
15-016-2990-25-0826,Raby High School,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2020,32.4,89.5,90.5,8.6,268,7.0,0.4,90.7,4.5,8.2,7.5,31.3,95.1,0.4,19.6,,70.2,0.0,,
15-016-2990-25-0827,Clark Acad Prep Magnet High Schl,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2020,30.4,94.7,91.8,2.3,535,6.1,,96.8,2.1,3.0,4.7,18.3,96.4,,10.8,,68.4,38.0,,
15-016-2990-25-0828,Rickover Naval Academy High Schl,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2020,15.3,95.6,94.4,1.3,396,2.8,5.8,5.6,8.6,77.8,0.5,12.1,81.3,9.8,8.5,,87.0,144.0,,
15-016-2990-25-0829,Uplift Community High School,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2020,35.2,90.3,91.1,5.7,121,23.9,8.3,67.8,19.0,18.2,10.7,49.6,92.6,4.1,0.8,,65.9,0.0,,
15-016-2990-25-082C,CICS - Northtown  Campus,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2020,11.6,94.8,95.4,1.7,904,5.5,16.2,5.6,19.2,57.5,0.7,23.1,79.0,18.4,5.2,,0.0,350.0,,
15-016-2990-25-0830,World Language High School,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2020,19.1,95.8,93.6,3.0,361,6.5,,4.2,31.9,94.2,4.2,16.6,94.5,0.6,7.7,,93.9,105.0,,
15-016-2990-25-0831,Douglass Academy High School,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2020,57.1,70.6,86.9,4.8,57,16.0,,93.0,1.8,7.0,14.0,29.8,98.2,,0.0,,69.2,0.0,,
15-016-2990-25-0832,Devry Advantage Academy High Schl,City of Chicago SD 299,Cook,HIGH SCHOOL, 11 12,2020,5.6,98.5,96.3,0.7,142,2.6,4.2,33.1,3.5,52.8,2.1,7.0,66.2,9.2,1.0,,82.6,130.0,,
15-016-2990-25-0833,Lindblom Math & Science Acad HS,City of Chicago SD 299,Cook,HIGH SCHOOL, 7 8 9 10 11 12,2020,10.8,98.9,95.3,2.0,1357,1.1,0.8,69.5,2.3,25.8,0.7,5.2,62.5,3.2,0.1,,86.2,662.0,,
15-016-2990-25-0834,Bronzeville Scholastic HS,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2020,42.1,87.1,89.7,3.8,117,10.6,0.9,96.6,2.6,2.6,19.7,24.8,96.6,,13.4,,59.2,1.0,,
15-016-2990-25-0835,School of Social Justice HS,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2020,31.8,78.9,91.3,4.2,317,14.7,,12.0,30.0,87.1,2.8,13.9,95.9,0.6,5.9,,90.4,82.0,,
15-016-2990-25-0836,Multicultural Acad of Scholarshp HS,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2020,35.9,62.1,88.8,12.1,214,16.4,,18.2,34.1,80.8,6.1,32.2,96.7,0.9,13.0,,83.3,18.0,,
15-016-2990-25-0837,Infinity Math  Science & Tech HS,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2020,16.0,81.9,93.7,2.9,383,3.7,0.3,1.3,17.8,98.4,,13.6,95.8,,4.5,,92.5,93.0,,
15-016-2990-25-083C,CICS - Ralph Ellison Campus,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2020,34.8,86.1,90.3,5.8,244,11.9,,99.6,0.4,,18.9,24.2,90.6,,3.4,,0.0,54.0,,
15-016-2990-25-0841,Collins Academy High School,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2020,39.9,90.2,89.9,10.5,227,13.7,,96.5,0.4,3.5,18.5,27.8,97.8,,71.8,,70.8,33.0,,
15-016-2990-25-0844,Austin College and Career Academy High School,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2020,64.5,54.3,82.6,7.1,238,28.9,,96.6,0.4,2.1,16.4,28.6,95.4,0.8,45.7,,40.0,29.0,,
15-016-2990-25-0847,Orr Academy High School,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2020,52.8,40.9,84.2,11.7,230,22.8,,90.0,3.0,10.0,27.4,18.3,96.5,,49.3,,71.4,1.0,,
15-016-2990-25-0848,Air Force Acad High School,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2020,13.8,92.3,94.1,2.0,194,4.0,0.5,45.9,7.7,45.4,2.6,10.8,83.0,6.2,12.2,,88.9,37.0,,
15-016-2990-25-0849,Alcott College Prep,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2020,17.4,96.0,94.4,1.6,319,4.9,2.8,17.9,8.8,65.8,1.9,21.0,77.1,10.3,13.8,,85.4,84.0,,
15-016-2990-25-084C,North Lawndale Prep Chtr - Christiana,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2020,26.8,84.5,90.4,2.8,329,20.9,,97.3,0.3,1.5,15.2,17.9,86.0,0.3,0.0,,20.0,119.0,,
15-016-2990-25-0850,Chicago Technology Academy HS,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2020,21.6,100.0,93.7,1.9,312,11.6,,78.5,2.6,18.9,13.1,23.4,91.7,1.9,0.0,,0.0,37.0,,
15-016-2990-25-0851,Chicago HS for the Arts,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2020,6.7,95.2,96.5,2.0,617,5.1,1.5,32.3,0.3,39.1,1.5,6.3,46.4,18.8,0.0,,0.0,255.0,,
15-016-2990-25-0855,Ogden Int High School,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2020,20.1,96.9,93.4,1.8,638,5.2,2.8,43.7,3.0,38.4,2.2,11.3,66.9,11.8,0.8,,81.2,2.0,,
15-016-2990-25-0856,Williams Medical Prep High Sch,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2020,38.6,96.6,90.3,6.1,126,9.0,,98.4,0.8,0.8,11.1,14.3,96.8,,6.5,,80.0,47.0,,
15-016-2990-25-0857,Westinghouse High School,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2020,12.4,96.3,94.5,1.3,1238,1.8,5.7,48.6,3.2,43.1,3.2,6.8,78.8,1.5,0.0,,84.3,557.0,,
15-016-2990-25-0859,Solorio Academy High School,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2020,11.2,85.1,95.3,3.7,1219,4.5,,3.7,15.8,94.9,1.1,11.9,92.9,0.7,5.6,,86.1,377.0,,
15-016-2990-25-085C,Acero Chtr Sch Network -  Major Hector P Garcia MD Campus,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2020,21.2,92.5,92.9,1.4,619,9.1,0.2,1.8,31.7,96.4,,17.4,91.9,1.5,1.8,,91.2,195.0,,
15-016-2990-25-0860,South Shore Intl Col Prep HS,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2020,23.3,97.1,93.1,1.8,586,3.5,0.2,96.8,0.7,2.2,2.0,8.7,82.6,,8.0,,87.0,33.0,,
15-016-2990-25-0861,Goode STEM Academy HS,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2020,27.3,99.0,92.4,1.3,924,3.5,0.1,41.7,13.2,56.6,0.8,15.7,87.4,0.4,7.1,,80.9,160.0,,
15-016-2990-25-0862,Chicago Excel Academy HS,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2020,50.1,31.4,86.7,34.9,295,62.3,,98.6,,0.3,10.5,11.5,97.3,0.7,0.0,,0.0,0.0,,
15-016-2990-25-0863,Walter Henri Dyett High School for the Arts,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10 11 12,2020,24.9,90.4,92.9,2.8,614,7.2,,96.3,0.5,2.4,2.8,13.8,87.6,0.7,3.0,,70.0,65.0,,
15-016-2990-25-0867,Englewood STEM High School,City of Chicago SD 299,Cook,HIGH SCHOOL, 9 10,2020,35.5,,90.2,0.7,409,12.9,,93.6,3.4,5.4,8.3,22.2,98.8,0.7,,,,,,
15-016-2990-25-086C,Acero Chtr Sch Network Victoria Soto Campus,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2020,20.3,85.5,92.8,4.0,519,14.3,,1.7,34.7,98.1,0.4,16.6,91.5,0.2,0.2,,78.0,20.0,,
15-016-2990-25-101C,KIPP Academy Chicago Campus,City of Chicago SD 299,Cook,CHARTER SCH, K 1 4 5 6 7 8,2020,5.2,,97.6,,515,9.9,,97.3,0.2,2.5,12.0,13.8,96.5,0.2,5.5,,36.7,0.0,,
15-016-2990-25-103C,KIPP Chicago Charters - Bloom Campus,City of Chicago SD 299,Cook,CHARTER SCH, K 1 2 5 6 7 8,2020,6.3,,96.9,,606,11.4,,95.2,1.7,3.0,34.5,12.5,93.7,0.2,14.2,,29.8,0.0,,
15-016-2990-25-107C,Univ of Chicago Chtr-Woodlawn,City of Chicago SD 299,Cook,CHARTER SCH, 6 7 8 9 10 11 12,2020,8.0,88.9,96.0,1.7,614,3.2,,96.1,1.0,1.5,3.4,13.0,79.2,,20.0,,56.0,57.0,,
15-016-2990-25-109C,LEARN Chtr - Middle School,City of Chicago SD 299,Cook,CHARTER SCH, 6 7 8,2020,6.2,,96.6,,285,2.4,0.4,94.0,1.1,4.6,12.6,14.7,75.4,0.4,4.9,,0.0,0.0,,
15-016-2990-25-110C,ASPIRA Charter - Haugan Campus,City of Chicago SD 299,Cook,CHARTER SCH, 6 7 8,2020,7.6,,96.4,,207,9.5,3.4,5.8,41.5,86.5,0.5,17.9,90.3,1.9,5.2,,0.0,0.0,,
15-016-2990-25-206C,Locke A Elem Charter Academy,City of Chicago SD 299,Cook,CHARTER SCH, K 1 2 3 4 5 6 7 8,2020,12.2,,94.8,,430,8.7,,97.7,,0.7,13.5,14.4,90.5,,18.0,,80.0,0.0,,
15-016-2990-25-214C,Asian Human Services -Passage Chrtr,City of Chicago SD 299,Cook,CHARTER SCH, K 1 2 3 4 5 6 7 8,2020,9.4,,95.9,,382,12.2,21.7,47.4,42.4,15.2,4.2,8.1,85.3,8.6,0.4,,40.0,0.0,,
15-016-2990-25-217C,Chicago Math & Sci Elem Charter,City of Chicago SD 299,Cook,CHARTER SCH, 6 7 8 9 10 11 12,2020,4.4,85.5,97.3,1.6,597,6.9,9.9,32.3,25.8,50.3,1.8,12.1,88.6,5.5,7.6,,76.3,112.0,,
15-016-2990-25-218C,Namaste Elem Charter School,City of Chicago SD 299,Cook,CHARTER SCH, K 1 2 3 4 5 6 7 8,2020,5.5,,96.5,,474,6.2,0.2,3.0,51.3,89.7,0.4,18.4,74.5,5.3,0.6,,44.4,0.0,,
15-016-2990-25-219C,Erie Elem Charter School,City of Chicago SD 299,Cook,CHARTER SCH, K 1 2 3 4 5 6 7 8,2020,7.6,,96.2,,419,5.6,0.2,12.9,47.5,83.5,2.1,18.9,83.5,1.7,1.2,,62.7,0.0,,
15-016-2990-25-221C,Legacy Elem Charter School,City of Chicago SD 299,Cook,CHARTER SCH, K 1 2 3 4 5 6 7 8,2020,7.4,,96.4,,463,3.2,,97.0,0.9,2.8,4.5,12.3,91.8,0.2,7.3,,0.0,0.0,,
15-016-2990-25-224C,Providence-Englewood Elem Charter,City of Chicago SD 299,Cook,CHARTER SCH, K 1 2 3 4 5 6 7 8,2020,9.9,,95.6,,438,5.7,,96.8,0.2,2.5,8.2,10.0,87.2,0.5,0.0,,65.7,0.0,,
15-016-2990-25-225C,Chicago Virtual Charter School,City of Chicago SD 299,Cook,CHARTER SCH, K 1 2 3 4 5 6 7 8 9 10 11 12,2020,39.6,80.8,87.8,5.8,522,16.6,6.9,59.4,5.9,19.9,0.6,12.1,70.1,10.5,0.0,,39.7,2.0,,
